carat,cut,color,clarity,price,x
0.5,Ideal,D,SI2,1239,5.06
0.3,Ideal,H,VVS2,776,4.34
0.7,Premium,F,SI1,2196,5.76
0.72,Very Good,E,VS2,3035,5.66
0.23,Premium,E,VVS2,680,3.99
0.36,Ideal,E,VS1,863,4.55
0.35,Ideal,D,SI2,522,4.52
0.31,Ideal,E,VS1,942,4.35
0.58,Very Good,D,SI1,1720,5.29
0.53,Ideal,E,VS1,1772,5.27
1.25,Very Good,F,SI1,7956,6.91
0.79,Good,G,SI1,2726,5.86
0.52,Ideal,D,VS2,1822,5.14
0.6,Ideal,E,VS1,2774,5.41
1.51,Ideal,H,SI2,6384,7.39
0.31,Ideal,G,VS2,562,4.38
0.58,Ideal,G,SI1,1408,5.33
0.34,Ideal,H,VVS1,995,4.46
1.2,Ideal,G,VS1,8687,6.76
1.21,Premium,D,SI2,6505,6.79
0.42,Very Good,E,SI1,773,4.77
1.51,Ideal,G,VS1,14674,7.37
0.41,Ideal,H,VVS1,1115,4.8
0.41,Premium,D,VVS1,1582,4.78
0.7,Premium,G,SI2,2268,5.69
0.27,Ideal,D,VVS2,799,4.15
4.13,Fair,H,I1,17329,10.0
0.7,Ideal,D,SI1,2822,5.82
0.56,Premium,E,VS2,1915,5.31
1.29,Very Good,G,SI2,4937,6.84
0.41,Ideal,G,SI1,1110,4.78
1.01,Very Good,D,SI2,3605,6.54
0.43,Very Good,D,SI2,858,4.82
0.23,Very Good,F,VVS2,498,3.99
0.32,Very Good,G,VS1,660,4.45
0.9,Very Good,G,VS1,4297,6.14
1.01,Premium,D,VS1,7785,6.46
0.45,Good,F,VS2,1066,5.1
0.35,Ideal,I,VS2,630,4.56
1.24,Ideal,I,SI2,4937,6.98
0.31,Premium,G,VS2,544,4.31
0.33,Ideal,E,SI1,579,4.41
0.35,Premium,F,VS1,984,4.58
0.33,Ideal,E,VVS1,984,4.46
1.5,Premium,G,VS1,13720,7.36
0.27,Ideal,F,IF,796,4.16
1.12,Ideal,E,VVS1,14407,6.7
1.09,Ideal,F,SI1,5922,6.61
0.9,Very Good,F,VS1,4961,6.1
0.77,Good,H,VVS2,3027,6.07
1.29,Premium,I,VS2,6279,7.01
1.5,Premium,H,VS2,11322,7.41
0.35,Ideal,H,IF,1017,4.61
0.3,Ideal,G,IF,794,4.29
0.7,Premium,E,VS2,2673,5.68
0.27,Ideal,E,VVS2,622,4.13
0.7,Very Good,F,SI1,2196,5.75
0.61,Ideal,H,VS1,1706,5.4
1.2,Ideal,H,SI1,6675,6.81
0.73,Ideal,H,VS2,3164,5.79
0.4,Premium,D,VS1,1123,4.7
0.3,Ideal,D,SI1,709,4.35
0.9,Ideal,F,VS2,4838,6.23
1.07,Ideal,F,SI1,7286,6.58
1.02,Premium,G,I1,2387,6.47
2.17,Premium,D,SI2,16472,8.28
0.37,Very Good,H,VS1,695,4.66
0.51,Very Good,G,VVS2,1768,5.17
1.01,Ideal,I,VS2,4887,6.52
1.13,Ideal,G,VVS2,8889,6.67
0.34,Very Good,E,SI2,571,4.51
0.71,Good,G,SI1,2215,5.62
1.01,Good,G,SI1,5021,6.32
0.27,Very Good,E,VVS1,682,4.16
1.51,Very Good,I,VS2,9178,7.36
0.3,Very Good,H,SI1,432,4.29
0.41,Ideal,I,VVS2,827,4.73
0.32,Ideal,H,VS2,529,4.38
1.12,Very Good,G,VVS2,8564,6.58
0.3,Ideal,E,VVS1,956,4.36
0.34,Premium,I,VS1,537,4.55
1.62,Ideal,E,VS2,16358,7.54
1.21,Premium,H,SI2,5082,6.91
0.47,Good,D,SI1,987,4.9
0.37,Premium,G,SI1,551,4.54
0.9,Fair,D,SI2,3205,6.0
0.3,Premium,D,SI1,709,4.29
0.4,Ideal,I,IF,982,4.7
0.3,Good,H,SI2,485,4.27
0.3,Ideal,H,VS2,491,4.28
0.87,Very Good,G,SI2,2802,6.19
0.4,Ideal,E,VVS2,1106,4.71
1.7,Premium,E,SI1,15804,7.62
0.52,Ideal,G,VS1,1815,5.21
0.56,Good,E,VS1,1951,5.35
1.79,Ideal,H,SI2,11643,7.77
0.88,Ideal,H,VVS1,4334,6.12
0.52,Ideal,G,SI1,1354,5.23
0.4,Ideal,G,VS1,877,4.75
1.01,Ideal,G,SI1,5497,6.43
1.23,Very Good,H,VS1,7276,6.93
1.09,Ideal,G,SI1,5496,6.57
0.93,Premium,G,SI1,4062,6.34
0.56,Ideal,H,VS1,1715,5.31
0.65,Premium,E,SI2,1827,5.54
0.57,Good,F,VS1,1801,5.35
2.44,Very Good,J,VS2,18430,8.89
0.32,Ideal,E,VVS1,954,4.38
0.38,Ideal,H,SI1,680,4.67
0.93,Premium,F,SI1,4010,6.49
2.03,Ideal,G,SI2,16505,8.1
1.01,Premium,F,VS2,6097,6.43
0.3,Ideal,F,SI1,475,4.34
1.11,Ideal,G,VS2,6982,6.68
0.78,Ideal,H,VVS2,3581,5.88
1.01,Ideal,I,VS2,5099,6.43
0.42,Ideal,D,SI1,810,4.81
0.54,Premium,D,VS2,1993,5.31
0.26,Ideal,G,VVS2,545,4.07
0.5,Ideal,H,VS1,1370,5.12
0.4,Good,E,SI1,737,4.67
1.11,Fair,H,SI2,3730,6.55
0.33,Premium,I,VS1,668,4.54
0.9,Very Good,I,VVS1,4099,6.17
0.6,Very Good,J,VS2,1262,5.47
0.3,Good,E,SI1,675,4.28
1.22,Ideal,G,VS2,8485,7.01
1.09,Premium,G,VS2,6153,6.68
0.34,Ideal,I,IF,695,4.49
0.31,Very Good,D,SI1,571,4.31
0.5,Very Good,E,VS2,1624,5.06
1.01,Good,G,VS1,6283,6.27
0.52,Ideal,D,VS2,1679,5.17
0.81,Good,E,I1,2608,5.89
0.31,Ideal,H,VVS2,778,4.37
1.21,Very Good,D,SI2,6248,6.77
0.7,Ideal,I,VVS1,2620,5.72
0.61,Ideal,F,VVS2,2634,5.43
0.75,Very Good,H,VVS1,2806,5.85
0.4,Premium,G,VS1,1125,4.8
0.74,Very Good,G,SI1,2468,5.73
1.01,Premium,E,SI2,3674,6.35
0.7,Premium,F,VVS1,3109,5.67
0.5,Very Good,E,SI1,1415,5.06
1.02,Ideal,F,SI2,4684,6.52
0.7,Very Good,F,VS2,2400,5.68
1.2,Good,G,SI2,4847,6.73
0.32,Ideal,E,IF,1170,4.41
0.3,Ideal,G,VVS1,1013,4.33
0.36,Ideal,G,SI1,537,4.54
0.41,Very Good,D,SI2,727,4.71
0.32,Ideal,E,VVS1,1044,4.42
0.51,Very Good,F,VS1,1722,5.09
0.36,Premium,G,IF,1074,4.49
0.39,Good,I,VS2,648,4.6
0.7,Ideal,I,SI1,2287,5.71
0.34,Ideal,G,VVS2,735,4.46
1.23,Ideal,H,SI2,6152,6.79
0.3,Good,D,SI2,447,4.26
0.73,Very Good,E,VS2,3307,5.71
0.32,Ideal,E,VS1,972,4.43
2.1,Ideal,H,VS2,13403,8.21
0.9,Premium,D,SI2,3740,6.18
0.4,Very Good,E,VVS1,1333,4.7
0.31,Premium,E,SI1,698,4.51
0.34,Ideal,I,SI1,459,4.49
0.51,Very Good,F,SI1,1312,5.12
1.0,Premium,H,VS2,4984,6.51
1.17,Ideal,G,VS2,6139,6.86
0.42,Ideal,G,VS1,984,4.82
0.32,Ideal,G,VS1,665,4.43
0.7,Ideal,H,SI1,2487,5.74
1.53,Very Good,I,VS2,9802,7.27
0.67,Premium,G,VS2,2050,5.66
0.5,Very Good,D,VS2,1752,5.03
0.3,Ideal,G,VVS1,789,4.29
0.31,Ideal,D,SI1,548,4.32
0.52,Very Good,F,VS2,1550,5.11
0.9,Ideal,G,SI1,4008,6.2
0.53,Ideal,G,VVS2,2051,5.29
0.38,Very Good,D,VS2,1005,4.6
0.37,Ideal,E,VVS2,1082,4.63
0.31,Ideal,D,VVS2,805,4.37
0.42,Ideal,G,VVS1,1150,4.8
1.01,Premium,G,VS1,4853,6.49
0.5,Premium,E,VS2,1629,5.04
0.3,Good,F,SI2,394,4.26
1.1,Very Good,I,VS1,5082,6.67
0.51,Ideal,H,IF,1879,5.14
0.71,Premium,F,SI1,2345,5.79
0.63,Ideal,F,VVS2,2817,5.48
0.32,Ideal,J,VS1,540,4.43
0.4,Ideal,G,VVS2,917,4.7
0.41,Good,E,SI1,705,4.72
0.7,Very Good,F,VS2,2552,5.6
1.1,Very Good,F,SI1,5769,6.73
1.04,Premium,I,VS1,4892,6.59
1.02,Good,G,VS1,6059,6.34
0.85,Ideal,H,SI2,2659,6.1
1.19,Very Good,H,SI1,5595,6.84
1.21,Very Good,E,SI1,7703,6.78
0.57,Very Good,F,SI1,1403,5.28
0.33,Very Good,G,VS2,579,4.42
1.23,Premium,F,VS1,9489,6.94
1.26,Very Good,H,SI1,7477,6.88
1.08,Very Good,F,SI2,4167,6.48
0.41,Ideal,J,VS2,613,4.76
0.8,Premium,E,SI2,2304,6.03
0.29,Very Good,E,VS1,555,4.2
0.31,Ideal,G,IF,891,4.35
1.58,Ideal,I,SI1,11110,7.47
0.81,Good,D,SI1,3324,5.92
0.25,Ideal,G,VS1,438,4.05
2.02,Good,I,VS1,15765,7.88
0.57,Ideal,F,VS2,1760,5.36
0.32,Ideal,G,VVS1,1080,4.4
1.02,Very Good,J,SI2,3755,6.34
1.23,Premium,G,SI1,6888,6.88
2.4,Ideal,H,SI2,18541,8.6
0.9,Premium,D,SI2,3312,6.18
1.21,Premium,F,VS2,8660,6.88
0.81,Ideal,E,VVS1,5752,5.95
1.5,Good,G,I1,3179,7.56
2.03,Very Good,J,VVS2,16043,7.94
0.51,Good,F,SI1,1220,5.08
0.7,Very Good,D,SI1,2374,5.7
0.31,Premium,G,VS2,544,4.35
1.01,Fair,H,VS2,4751,6.3
0.45,Premium,D,VVS1,1736,5.02
0.5,Very Good,F,SI2,1020,5.0
1.21,Good,G,VS2,8099,6.74
0.38,Premium,G,VS2,983,4.73
0.71,Good,F,VS2,2777,5.87
0.7,Fair,H,SI1,2048,5.49
1.01,Premium,F,SI2,3897,6.47
0.52,Ideal,F,VVS2,2359,5.21
2.53,Ideal,I,SI1,16709,8.68
0.5,Very Good,G,VVS2,1904,5.05
1.01,Very Good,G,VS2,5779,6.28
0.4,Ideal,F,IF,1406,4.75
0.56,Ideal,E,VS1,1791,5.3
1.03,Ideal,F,SI2,3461,6.44
0.9,Very Good,F,SI1,3724,6.14
0.35,Ideal,G,IF,1001,4.52
0.3,Ideal,D,SI1,709,4.32
0.41,Very Good,E,SI1,725,4.75
0.32,Ideal,D,SI2,612,4.4
1.01,Premium,G,VVS2,7466,6.44
0.31,Ideal,F,VS2,625,4.36
0.7,Ideal,G,SI1,2352,5.72
1.16,Premium,G,VS1,8107,6.76
0.71,Good,I,VVS1,2549,5.67
0.52,Ideal,G,VS1,1887,5.21
1.23,Ideal,F,VS2,10342,6.84
0.31,Ideal,E,VS1,942,4.37
1.02,Premium,F,SI2,4238,6.44
0.33,Ideal,E,VVS2,891,4.44
0.41,Ideal,E,SI1,755,4.74
0.9,Good,G,IF,5771,6.09
0.53,Good,E,SI1,1332,5.11
0.33,Very Good,G,VS2,579,4.4
1.28,Very Good,H,SI2,6766,7.08
1.01,Very Good,E,VS2,6128,6.31
1.04,Ideal,G,VS2,6955,6.56
1.07,Very Good,G,SI2,4201,6.59
0.5,Premium,E,VS2,1420,5.23
0.4,Very Good,D,VS1,1123,4.67
1.07,Ideal,G,VS1,7198,6.59
1.01,Premium,G,SI1,5034,6.61
1.56,Very Good,H,VS2,11039,7.43
0.31,Ideal,I,VVS1,557,4.37
1.21,Premium,H,VS2,7142,6.9
0.56,Ideal,H,SI1,1214,5.31
0.43,Premium,G,VVS1,1264,4.91
1.52,Premium,H,VS2,8001,7.45
0.31,Very Good,H,SI1,435,4.43
0.41,Ideal,E,VS1,1079,4.75
0.71,Premium,F,SI1,2352,5.74
0.24,Very Good,E,VVS2,552,3.97
0.36,Premium,E,VS2,789,4.54
0.34,Ideal,E,VS1,1033,4.53
0.41,Premium,D,SI1,1015,4.85
0.7,Very Good,G,VS2,2633,5.54
0.36,Very Good,H,VS1,631,4.59
0.79,Ideal,G,SI1,2898,5.98
0.55,Ideal,F,SI1,1700,5.25
1.22,Ideal,G,VVS1,12081,6.86
0.9,Ideal,G,SI2,3338,6.21
0.72,Good,F,VS2,2671,5.93
1.2,Very Good,F,SI2,4502,6.78
0.32,Ideal,D,VS2,972,4.41
1.53,Premium,G,SI2,8688,7.51
0.91,Ideal,I,SI2,2981,6.24
0.71,Premium,D,VS2,2659,5.53
0.72,Fair,D,VS2,2414,5.68
1.05,Ideal,G,VS2,6837,6.52
0.77,Very Good,H,VVS2,3208,5.89
0.47,Ideal,F,VVS1,1779,4.98
0.73,Ideal,F,VS1,3211,5.73
1.2,Good,G,VS2,6720,6.8
0.76,Very Good,E,SI2,2530,5.84
1.01,Ideal,E,SI2,4808,6.43
1.58,Premium,D,SI1,13329,7.68
1.01,Ideal,E,SI2,4788,6.42
0.38,Premium,E,VS2,1112,4.67
1.31,Ideal,G,VS1,10155,7.1
1.51,Premium,F,VS2,14817,7.35
0.32,Ideal,H,VVS2,645,4.39
0.52,Ideal,H,VVS1,1767,5.17
1.2,Very Good,J,SI1,5142,6.84
0.3,Premium,H,VS2,608,4.37
0.3,Ideal,E,VS1,729,4.3
0.7,Very Good,E,VS2,2553,5.7
1.08,Good,D,SI1,5821,6.39
1.14,Very Good,D,SI1,6464,6.64
1.75,Good,H,SI2,8385,7.59
0.56,Ideal,D,VS1,2741,5.3
1.06,Ideal,H,VVS1,7193,6.55
0.52,Ideal,E,VS2,1815,5.23
1.22,Premium,G,VS2,7729,6.81
0.35,Ideal,E,VS2,767,4.5
0.52,Premium,G,VVS2,2012,5.16
0.42,Premium,G,VS1,921,4.81
0.3,Premium,F,SI1,641,4.28
1.0,Very Good,I,SI2,3276,6.41
1.0,Very Good,G,VVS2,7950,6.32
2.01,Premium,J,VS1,15185,8.25
1.01,Ideal,J,VS2,4617,6.49
0.72,Ideal,I,VS2,2337,5.76
0.3,Ideal,E,VS2,658,4.32
0.3,Premium,F,VS1,844,4.3
0.31,Premium,I,VVS2,698,4.33
0.72,Premium,E,SI1,2857,5.76
2.01,Ideal,I,SI2,13796,8.06
1.05,Premium,D,SI2,5057,6.6
1.27,Ideal,F,VS2,6543,6.9
1.0,Good,D,VS2,6389,6.24
0.61,Very Good,H,VVS2,1970,5.46
1.31,Ideal,G,VVS2,11459,7.12
1.32,Premium,F,SI1,7683,7.11
2.11,Premium,J,SI2,12440,8.2
0.94,Very Good,H,SI2,3394,6.21
0.37,Premium,F,VS2,957,4.58
1.01,Very Good,F,SI2,4332,6.35
0.71,Very Good,D,VS2,3096,5.65
0.31,Premium,G,SI1,462,4.32
1.09,Ideal,H,SI2,4212,6.65
0.43,Ideal,D,VS1,1207,4.85
1.5,Very Good,E,SI1,10626,7.43
1.58,Ideal,I,VVS1,11526,7.52
2.0,Very Good,H,SI1,16092,8.11
1.31,Ideal,G,VS1,10071,7.05
0.54,Ideal,H,VS1,1454,5.25
1.01,Good,E,SI2,4506,6.51
2.3,Ideal,G,SI2,15433,8.47
1.7,Premium,E,SI1,10860,7.86
0.33,Premium,I,VVS2,579,4.43
0.5,Ideal,H,VVS1,1648,5.09
0.23,Good,F,VS2,357,3.93
0.9,Premium,H,VS1,4234,6.32
1.18,Fair,F,SI2,4903,7.15
1.04,Premium,F,VS2,6906,6.49
0.33,Ideal,G,VS2,743,4.43
1.01,Premium,E,SI2,4751,6.58
0.31,Ideal,D,SI2,593,4.37
0.95,Premium,J,VVS2,3669,6.23
0.29,Very Good,D,VVS2,664,4.21
1.01,Ideal,I,SI1,4518,6.41
1.5,Very Good,D,SI1,12060,7.41
1.01,Ideal,I,VS1,5182,6.46
0.32,Ideal,F,VVS1,867,4.41
1.0,Ideal,E,VS2,7177,6.38
1.29,Premium,I,VS2,6321,7.12
0.91,Very Good,F,VS2,4606,6.24
0.31,Ideal,I,VS2,452,4.35
0.35,Very Good,F,VS1,760,4.5
0.7,Ideal,J,SI1,1974,5.69
0.83,Premium,D,SI1,3556,6.14
0.34,Very Good,I,VS2,477,4.44
0.33,Premium,G,VS1,666,4.43
0.8,Good,G,SI2,2246,5.89
0.44,Good,J,VS1,694,4.83
0.7,Very Good,H,IF,2882,5.62
1.0,Ideal,G,VS1,6465,6.42
0.32,Ideal,D,VVS1,1140,4.39
0.32,Premium,G,VVS2,936,4.4
1.09,Ideal,F,VVS2,10196,6.63
2.2,Premium,H,SI2,11147,8.52
0.76,Premium,E,SI2,2688,5.86
0.23,Very Good,E,VVS2,505,3.94
0.5,Premium,F,I1,770,5.15
0.72,Very Good,G,SI2,2218,5.67
0.28,Good,E,VS2,625,4.23
3.01,Premium,F,I1,9925,9.24
0.31,Ideal,G,VS2,574,4.34
0.47,Good,F,VS1,1353,4.96
0.73,Fair,G,SI1,2032,5.68
0.72,Premium,D,SI1,2718,5.81
0.77,Very Good,I,VS2,2391,5.86
0.9,Good,H,VVS1,4763,6.13
1.35,Ideal,J,SI1,6124,7.1
0.4,Ideal,H,SI1,705,4.73
1.02,Very Good,E,SI2,4398,6.36
1.83,Premium,I,VS1,13711,7.91
2.0,Ideal,H,SI2,12587,8.04
0.9,Good,H,SI2,3193,6.11
0.91,Ideal,E,SI2,3723,6.22
0.35,Ideal,F,VS1,1011,4.52
0.72,Very Good,G,VVS2,3449,5.79
0.32,Ideal,E,VS2,702,4.38
0.7,Ideal,E,SI1,2614,5.67
0.72,Premium,G,SI2,1764,5.89
0.7,Ideal,D,VS1,3840,5.64
0.38,Good,D,VS2,871,4.63
0.75,Premium,J,SI1,1958,5.92
0.31,Ideal,F,VVS1,828,4.34
0.3,Good,F,VS1,731,4.28
0.54,Ideal,E,SI1,1410,5.23
0.59,Ideal,E,SI1,1633,5.35
0.26,Ideal,F,SI1,447,4.12
1.23,Ideal,E,VVS2,12539,6.85
0.51,Ideal,H,VS2,1397,5.07
2.48,Very Good,I,SI2,17448,8.58
0.5,Premium,D,SI1,1654,5.1
0.87,Ideal,E,SI1,5112,6.12
0.38,Ideal,E,SI1,694,4.68
1.01,Very Good,E,VVS2,8849,6.31
1.33,Very Good,H,SI2,6071,7.07
0.83,Ideal,H,SI2,2565,6.04
1.76,Premium,I,SI2,10043,7.76
0.41,Premium,E,VS1,1153,4.88
1.51,Premium,I,VS2,9116,7.3
0.31,Very Good,I,VS2,468,4.36
1.27,Premium,H,VS2,5832,7.09
1.2,Very Good,I,SI1,5476,6.74
0.3,Very Good,H,VVS1,878,4.3
0.59,Good,G,VS1,1910,5.38
1.52,Premium,F,VS1,15522,7.42
1.05,Premium,F,SI2,3672,6.54
1.0,Very Good,F,VS2,6619,6.36
1.01,Premium,G,VS1,6499,6.38
1.36,Ideal,F,SI2,7157,7.08
1.0,Fair,H,VVS2,4312,6.25
1.01,Premium,D,IF,16234,6.46
0.51,Ideal,E,VS2,1656,5.1
0.32,Ideal,D,VVS1,988,4.43
0.33,Premium,G,VS1,854,4.48
1.73,Premium,F,VS2,16975,7.76
1.71,Ideal,G,VS1,17595,7.72
0.32,Ideal,F,VS2,828,4.37
0.38,Very Good,G,VVS1,995,4.62
0.39,Ideal,G,VS1,1077,4.69
0.3,Ideal,H,VVS2,605,4.33
1.68,Ideal,H,VS2,13427,7.77
1.01,Good,I,SI1,3959,6.39
0.5,Premium,J,SI1,1125,5.13
0.3,Good,G,VS2,526,4.25
0.36,Ideal,G,VS1,725,4.59
1.51,Very Good,G,VS2,11161,7.32
1.0,Very Good,E,SI1,5113,6.28
0.32,Ideal,F,IF,949,4.4
0.33,Ideal,E,VS1,781,4.49
2.0,Premium,G,SI2,13007,8.09
0.43,Premium,F,VS2,968,4.9
1.19,Premium,J,SI1,4498,6.82
0.51,Ideal,D,VVS1,2797,5.12
0.7,Ideal,G,VS1,2995,5.76
1.33,Ideal,J,VS1,6449,6.99
0.52,Very Good,H,VS2,1385,5.12
0.91,Premium,G,SI1,3975,6.21
0.9,Very Good,I,SI1,3308,6.12
0.9,Ideal,J,VS2,3255,6.16
0.72,Ideal,F,VS1,3759,5.75
0.91,Very Good,F,SI1,4108,6.19
0.51,Ideal,E,SI1,1438,5.16
1.51,Very Good,F,VVS1,18777,7.33
1.25,Ideal,J,VS2,5067,6.94
0.45,Fair,F,SI1,794,4.79
0.3,Ideal,F,VS2,605,4.28
1.03,Ideal,H,SI2,4283,6.53
0.7,Very Good,G,SI2,1814,5.61
0.35,Ideal,D,SI1,644,4.51
2.33,Ideal,I,VS2,17504,8.52
2.13,Ideal,J,VS2,15258,8.23
0.39,Ideal,G,SI2,603,4.71
0.81,Ideal,H,VS1,3257,5.97
0.33,Ideal,D,VVS2,1062,4.52
1.03,Fair,H,SI2,3749,6.35
0.53,Ideal,F,SI2,1142,5.23
0.31,Very Good,G,VS2,471,4.4
0.31,Very Good,G,VS2,559,4.37
0.77,Ideal,D,VS1,4039,5.85
1.8,Ideal,H,VS1,15105,7.79
0.91,Premium,F,SI2,3546,6.36
0.8,Very Good,F,SI1,3082,5.89
0.55,Ideal,G,VVS2,2064,5.27
1.2,Very Good,I,VS1,6167,6.78
0.43,Ideal,H,IF,1151,4.87
0.7,Very Good,G,VS1,2475,5.63
0.37,Ideal,E,VS2,811,4.62
0.41,Premium,F,VS1,1076,4.82
0.55,Ideal,I,VVS1,1593,5.24
0.31,Ideal,E,VVS1,942,4.38
0.9,Premium,E,VS2,4435,6.19
0.9,Ideal,I,SI1,3537,6.16
0.5,Ideal,D,VVS2,2376,5.2
0.55,Very Good,E,SI1,1551,5.25
0.9,Good,H,VS1,3669,6.05
1.51,Premium,G,VS1,14156,7.45
0.32,Ideal,I,VS1,529,4.41
1.0,Premium,F,VVS2,8924,6.56
1.24,Ideal,G,VVS2,10395,6.88
0.91,Premium,H,SI1,2935,6.27
0.31,Ideal,G,IF,891,4.36
0.44,Good,D,VS2,1009,4.81
0.53,Ideal,E,VVS2,2230,5.16
0.31,Premium,G,SI1,593,4.35
1.0,Premium,F,SI1,3881,6.55
0.54,Ideal,E,SI2,1340,5.33
0.51,Ideal,H,IF,2063,5.2
0.43,Ideal,F,VVS2,1169,4.83
1.03,Ideal,F,SI2,4280,6.47
0.7,Fair,D,SI2,1770,5.51
0.34,Premium,F,VS2,686,4.46
0.42,Premium,F,SI1,926,4.87
0.9,Very Good,G,VS2,4296,6.2
0.32,Ideal,E,VS2,780,4.46
1.5,Ideal,G,SI1,12009,7.38
0.32,Premium,G,IF,1020,4.41
1.0,Good,I,VS2,4081,6.28
0.62,Premium,E,SI2,1271,5.53
0.52,Premium,E,SI2,1088,5.23
1.0,Fair,G,SI2,2326,6.0
1.01,Very Good,E,VS2,5777,6.41
1.12,Ideal,J,SI2,4325,6.63
0.51,Very Good,G,VVS2,1974,5.11
0.39,Good,I,VS1,737,4.68
2.03,Premium,G,VS2,18166,8.17
0.7,Very Good,J,SI2,1959,5.58
1.51,Premium,H,VS2,7534,7.4
0.54,Ideal,E,VS2,1847,5.28
1.65,Ideal,J,SI1,8334,7.59
2.0,Good,G,SI2,12654,7.93
1.04,Ideal,H,VS2,5189,6.56
0.51,Ideal,D,VS1,2177,5.17
0.7,Premium,H,I1,1621,5.8
0.39,Premium,J,VS1,790,4.71
0.7,Very Good,G,SI1,2106,5.66
0.38,Ideal,D,VS1,882,4.69
1.04,Ideal,E,SI2,4892,6.51
1.05,Ideal,F,VS2,7697,6.67
0.57,Ideal,G,VS1,1851,5.34
0.32,Ideal,G,VS1,679,4.37
0.43,Premium,F,VS2,968,4.87
1.04,Very Good,G,IF,8225,6.47
0.71,Very Good,H,VS1,2423,5.72
0.9,Ideal,F,SI1,3992,6.22
0.38,Ideal,D,VVS1,1400,4.65
0.73,Ideal,G,SI2,2376,5.8
0.6,Good,F,SI1,1367,5.24
1.0,Very Good,E,IF,11214,6.28
0.31,Premium,G,VVS1,1046,4.35
0.38,Ideal,H,VVS2,832,4.62
0.76,Fair,H,I1,1140,5.79
0.77,Ideal,F,VS1,3750,5.91
0.26,Very Good,E,VVS1,532,4.12
2.26,Premium,H,SI1,18426,8.56
1.51,Fair,I,I1,5074,7.08
1.5,Premium,E,VS2,14925,7.38
1.13,Very Good,E,SI2,5147,6.53
0.7,Premium,G,VS2,2657,5.59
1.1,Good,D,SI2,4361,6.91
0.7,Premium,J,SI1,1844,5.65
1.22,Premium,G,SI2,5226,6.79
1.0,Good,E,SI2,4394,6.37
1.5,Good,F,I1,3864,7.29
1.61,Premium,J,VS2,7844,7.51
0.31,Premium,F,VS2,625,4.31
1.14,Premium,F,SI2,4737,6.64
1.0,Very Good,E,SI2,4426,6.33
1.59,Premium,J,SI1,7836,7.46
0.33,Ideal,G,IF,861,4.39
0.34,Ideal,I,SI1,589,4.54
0.31,Ideal,E,VVS2,791,4.37
0.3,Good,D,VS2,568,4.26
0.51,Good,H,SI2,1060,5.38
0.76,Premium,G,SI2,1676,5.97
0.4,Ideal,E,VS2,975,4.74
0.57,Ideal,E,SI1,1728,5.35
1.28,Ideal,G,SI2,6833,6.95
0.23,Very Good,E,IF,492,3.98
1.71,Premium,I,VS2,9384,7.67
1.31,Ideal,G,VVS1,11247,7.06
0.56,Premium,I,VVS1,1622,5.29
1.0,Good,F,IF,9660,6.42
0.33,Ideal,G,VVS1,868,4.45
0.52,Ideal,D,VVS2,2302,5.23
0.37,Ideal,G,VS2,809,4.65
0.3,Ideal,F,VS2,569,4.26
2.01,Premium,I,VS2,17592,8.12
0.71,Ideal,E,SI1,3128,5.75
0.5,Good,G,VVS2,1715,5.03
1.0,Very Good,E,VVS2,8638,6.4
0.72,Ideal,J,VS1,2112,5.74
0.31,Ideal,D,SI1,684,4.38
1.68,Ideal,E,SI2,11781,7.7
0.54,Premium,G,VS2,1637,5.19
1.07,Ideal,F,SI2,5405,6.56
2.29,Premium,G,SI2,15366,8.41
1.04,Premium,F,VS2,6458,6.61
1.5,Premium,E,SI2,9072,7.24
1.5,Good,E,SI2,9281,7.31
0.31,Good,I,VS1,628,4.32
1.3,Fair,J,SI1,5488,6.73
0.3,Ideal,I,VVS1,552,4.3
0.76,Ideal,E,SI1,3584,5.87
0.43,Premium,G,VVS1,1207,4.78
1.02,Good,H,SI2,4517,6.45
0.36,Ideal,E,SI1,810,4.59
0.34,Ideal,G,VS1,657,4.52
0.42,Ideal,H,VVS1,969,4.8
0.39,Good,G,VVS1,1041,4.71
0.37,Premium,F,VS2,957,4.63
1.01,Good,E,SI1,4106,6.28
1.01,Good,E,VS2,6221,6.32
1.0,Ideal,F,SI2,4197,6.36
0.93,Ideal,E,SI1,4700,6.37
1.7,Premium,D,SI1,15238,7.64
0.38,Premium,D,VS1,1067,4.6
0.6,Very Good,F,VS2,2270,5.45
0.3,Ideal,J,VVS2,439,4.26
1.22,Premium,G,VS2,8213,6.84
0.39,Very Good,F,VS2,832,4.77
0.3,Ideal,G,VS1,776,4.31
1.01,Good,F,VVS1,9012,6.33
2.09,Very Good,F,SI2,15773,8.32
1.0,Very Good,G,VVS2,7453,6.42
0.51,Ideal,G,SI2,1094,5.17
0.53,Ideal,E,VS2,1813,5.21
0.48,Very Good,D,IF,2677,5.08
2.0,Very Good,H,SI1,16280,8.07
1.04,Good,F,SI1,5045,6.4
0.51,Ideal,D,SI1,1619,5.11
1.03,Ideal,F,I1,3444,6.51
0.71,Very Good,H,SI1,2076,5.69
0.91,Good,E,I1,2225,6.3
1.09,Very Good,G,SI1,5305,6.66
1.01,Premium,G,VS2,6108,6.59
1.22,Premium,J,SI2,4509,6.82
0.41,Good,F,SI1,705,4.7
0.31,Very Good,G,VS2,544,4.35
0.71,Premium,G,VS1,2694,5.77
0.41,Ideal,F,SI1,705,4.78
1.04,Premium,G,VS2,6122,6.49
